#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:35:48 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfdcb5f39b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&key:source=J/A+A/618/A93/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/table1
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=r50
#-out=Nstars
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=plx
#-out=s_plx
#-out=e_plx
#-out=dmode
#-out=dmode+01
#-out=dmode-01
#-out=X
#-out=Y
#-out=Z
#-out=Rgc
#-out=SimbadName
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Table	J_A_A_618_A93_table1:
#Name: J/A+A/618/A93/table1
#Title: Summary of mean parameters for the OCs characterised in this study
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	RAJ2000	(F7.3)	[] Mean right ascension of members (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Mean declination of members (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F7.3)	Mean Galactic longitude of members (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Mean Galactic latitude of members (b)	[ucd=pos.galactic.lat]
#Column	r50	(F6.3)	Radius containing half the members (r50)	[ucd=phys.angSize;src]
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F6.3)	Standard deviation of pmRA of members (sigpmra)	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F6.3)	Standard deviation of pmdec of members (sigpmdec)	[ucd=stat.stdev]
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]
#Column	s_plx	(F6.3)	Standard deviation of parallax of members (sigpar)	[ucd=stat.stdev;pos.parallax]
#Column	e_plx	(F6.3)	Standard deviation of parallax of members over square root of nbstars (uncertpar)	[ucd=stat.error;pos.parallax]
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Cluster;RAJ2000;DEJ2000;GLON;GLAT;r50;Nstars;pmRA;s_pmRA;pmDE;s_pmDE;plx;s_plx;e_plx;dmode;dmode+01;dmode-01;X;Y;Z;Rgc;SimbadName
111.16000;-26.21300;Ruprecht_18      ;111.160;-26.213;239.923; -4.942; 0.085; 229; -0.487; 0.080;  1.127; 0.102; 0.364; 0.044; 0.003; 2544.1;2028.2; 3411.8; -1270.2; -2193.4; -219.2; 9857.4;Ruprecht 18
111.48000;-21.84400;Ruprecht_19      ;111.480;-21.844;236.198; -2.627; 0.134;  51; -2.605; 0.058;  3.841; 0.092; 0.679; 0.042; 0.006; 1413.2;1238.0; 1645.6;  -785.4; -1173.1;  -64.8; 9200.5;Ruprecht 19
112.66500;-23.38300;Ruprecht_23      ;112.665;-23.383;238.074; -2.399; 0.086; 127; -2.078; 0.090;  1.560; 0.098; 0.341; 0.045; 0.005; 2702.3;2127.3; 3703.4; -1427.8; -2291.5; -113.1;10033.0;Ruprecht 23
112.96400;-12.78500;Ruprecht_24      ;112.964;-12.785;228.913;  2.944; 0.051;  14; -0.781; 0.044;  0.462; 0.036; 0.483; 0.027; 0.008; 1954.9;1635.4; 2429.7; -1283.1; -1471.5;  100.4; 9735.0;Ruprecht 24
114.19200;-23.38700;Ruprecht_25      ;114.192;-23.387;238.756; -1.174; 0.015;  33; -1.101; 0.149;  1.993; 0.203; 0.123; 0.061; 0.012; 6567.0;3961.2;19144.4; -3405.5; -5613.3; -134.5;13017.9;Ruprecht 25
114.27100;-15.58700;Ruprecht_26      ;114.271;-15.587;231.982;  2.699; 0.187;  81; -3.200; 0.094;  0.071; 0.092; 0.923; 0.049; 0.005; 1050.4; 950.6; 1173.7;  -646.2;  -826.6;   49.5; 9024.2;Ruprecht 26
114.42300;-26.51600;Ruprecht_27      ;114.423;-26.516;241.591; -2.518; 0.084; 128; -1.230; 0.070;  0.428; 0.075; 0.469; 0.040; 0.004; 2009.7;1673.3; 2515.2;  -955.2; -1765.9;  -88.3; 9461.5;Ruprecht 27
114.90000;-30.93300;Ruprecht_28      ;114.900;-30.933;245.657; -4.309; 0.048; 133; -2.567; 0.108;  3.854; 0.122; 0.198; 0.050; 0.005; 4398.5;3055.0; 7865.8; -1807.9; -3996.1; -330.5;10906.4;Ruprecht 28
115.27900;-24.37700;Ruprecht_29      ;115.279;-24.377;240.107; -0.794; 0.059;  37; -2.138; 0.059;  1.617; 0.092; 0.440; 0.048; 0.007; 2131.6;1757.2; 2708.7; -1062.3; -1847.8;  -29.5; 9582.1;Ruprecht 29
116.30000;-25.53900;Ruprecht_32      ;116.300;-25.539;241.575; -0.569; 0.043;  17; -2.024; 0.090;  3.081; 0.042; 0.181; 0.020; 0.005; 4761.9;3226.0; 9107.7; -2266.6; -4187.6;  -47.3;11403.3;Ruprecht 32
116.44500;-21.91500;Ruprecht_33      ;116.445;-21.915;238.505;  1.362; 0.085;  60; -1.384; 0.069;  0.058; 0.068; 0.417; 0.051; 0.007; 2244.8;1833.1; 2894.9; -1172.4; -1913.6;   53.3; 9702.9;Ruprecht 33
116.47800;-20.38600;Ruprecht_34      ;116.478;-20.386;237.197;  2.154; 0.068;  64; -2.129; 0.087;  1.044; 0.101; 0.357; 0.095; 0.013; 2593.7;2059.9; 3500.7; -1404.2; -2178.6;   97.5; 9984.8;Ruprecht 34
116.54800;-31.27800;Ruprecht_35      ;116.548;-31.278;246.656; -3.253; 0.038;  50; -2.256; 0.053;  3.136; 0.057; 0.243; 0.030; 0.005; 3679.5;2690.7; 5822.4; -1455.7; -3372.9; -208.8;10360.1;Ruprecht 35
117.09600;-26.28700;Ruprecht_36      ;117.096;-26.287;242.582; -0.327; 0.045;  71; -2.768; 0.132;  0.903; 0.111; 0.340; 0.060; 0.007; 2709.2;2131.5; 3715.2; -1247.5; -2404.9;  -15.4; 9884.5;Ruprecht 36
117.45200;-17.24900;Ruprecht_37      ;117.452;-17.249;234.943;  4.527; 0.026;  83; -1.700; 0.126;  2.417; 0.101; 0.195; 0.091; 0.010; 4463.9;3087.5; 8064.6; -2556.0; -3642.7;  352.4;11488.8;Ruprecht 37
102.24800;-10.52400;Ruprecht_4       ;102.248;-10.524;222.049; -5.315; 0.037;  63; -0.197; 0.092;  0.096; 0.090; 0.214; 0.056; 0.007; 4123.8;2919.8; 7017.5; -3049.1; -2750.1; -382.0;11716.4;Ruprecht 4
118.44300;-26.99200;Ruprecht_41      ;118.443;-26.992;243.803;  0.349; 0.064;  70; -2.593; 0.112;  3.554; 0.093; 0.195; 0.047; 0.006; 4469.5;3089.9; 8083.9; -1973.1; -4010.3;   27.2;11065.4;Ruprecht 41
119.40700;-25.92000;Ruprecht_42      ;119.407;-25.920;243.333;  1.642; 0.030;  68; -1.911; 0.120;  2.191; 0.126; 0.121; 0.076; 0.009; 6684.1;4005.5;20146.3; -2998.7; -5970.7;  191.5;12814.6;Ruprecht 42
119.69700;-28.80500;Ruprecht_43      ;119.697;-28.805;245.927;  0.355; 0.032;   7; -2.230; 0.111;  3.041; 0.105; 0.105; 0.032; 0.017; 7460.9;4272.3;29463.0; -3043.2; -6811.9;   46.2;13265.7;Ruprecht 43
119.70800;-28.55800;Ruprecht_44      ;119.708;-28.558;245.722;  0.492; 0.038;  82; -2.381; 0.069;  2.935; 0.063; 0.152; 0.037; 0.004; 5536.9;3564.5;12420.1; -2276.5; -5047.1;   47.5;11755.1;Ruprecht 44
119.89400;-16.29200;Ruprecht_45      ;119.894;-16.292;235.311;  7.026; 0.071; 128; -2.712; 0.081;  2.817; 0.093; 0.192; 0.059; 0.005; 4518.0;3112.3; 8254.5; -2551.9; -3687.1;  552.7;11499.1;Ruprecht 45
120.57000;-31.07400;Ruprecht_47      ;120.570;-31.074;248.255; -0.199; 0.042;  65; -2.500; 0.074;  2.727; 0.076; 0.234; 0.041; 0.006; 3799.2;2753.4; 6125.3; -1407.5; -3528.8;  -13.2;10366.6;Ruprecht 47
120.68100;-32.04500;Ruprecht_48      ;120.681;-32.045;249.127; -0.634; 0.023;  77; -2.517; 0.105;  2.827; 0.092; 0.235; 0.038; 0.005; 3784.9;2746.2; 6094.0; -1348.4; -3536.3;  -41.9;10313.6;Ruprecht 48
120.87200;-30.87300;Ruprecht_50      ;120.872;-30.873;248.221;  0.128; 0.038;  48; -1.726; 0.067;  2.352; 0.073; 0.414; 0.035; 0.006; 2259.8;1843.3; 2919.4;  -838.4; -2098.5;    5.0; 9415.3;Ruprecht 50
122.84400;-31.94700;Ruprecht_54      ;122.844;-31.947;250.035;  0.964; 0.036;  91; -2.660; 0.083;  3.124; 0.071; 0.193; 0.055; 0.006; 4495.4;3102.2; 8170.4; -1534.7; -4224.6;   75.6;10740.5;Ruprecht 54
123.71000;-31.93800;Ruprecht_58      ;123.710;-31.938;250.432;  1.582; 0.046; 146; -2.680; 0.093;  1.388; 0.090; 0.266; 0.053; 0.005; 3385.3;2529.1; 5117.7; -1133.4; -3188.6;   93.5; 9995.6;Ruprecht 58
126.10500;-47.20700;Ruprecht_60      ;126.105;-47.207;264.095; -5.508; 0.040; 135; -3.788; 0.116;  5.401; 0.107; 0.186; 0.053; 0.005; 4648.4;3171.9; 8688.3;  -476.0; -4602.4; -446.2; 9945.0;Ruprecht 60
126.32700;-34.13500;Ruprecht_61      ;126.327;-34.135;253.487;  2.148; 0.030;  34; -2.556; 0.203;  3.866; 0.185; 0.271; 0.080; 0.014; 3329.4;2497.7; 4987.8;  -945.7; -3189.8;  124.8; 9818.3;Ruprecht 61
128.16900;-48.30400;Ruprecht_63      ;128.169;-48.304;265.801; -5.014; 0.063; 107; -2.541; 0.089;  3.229; 0.085; 0.216; 0.051; 0.005; 4086.1;2902.2; 6917.3;  -298.1; -4059.6; -357.1; 9544.4;Ruprecht 63
130.14200;-38.07100;Ruprecht_66      ;130.142;-38.071;258.487;  2.291; 0.041; 141; -3.115; 0.086;  3.085; 0.089; 0.222; 0.049; 0.004; 3992.3;2853.1; 6645.7;  -796.2; -3908.8;  159.6; 9937.2;Ruprecht 66
130.46400;-43.36300;Ruprecht_67      ;130.464;-43.363;262.818; -0.761; 0.058;  60; -4.420; 0.159;  3.646; 0.127; 0.624; 0.046; 0.006; 1532.3;1328.7; 1809.6;  -191.6; -1520.1;  -20.4; 8665.9;Ruprecht 67
131.14700;-35.90000;Ruprecht_68      ;131.147;-35.900;257.266;  4.259; 0.074; 352; -2.619; 0.111;  5.610; 0.127; 0.301; 0.058; 0.004; 3026.7;2323.4; 4340.6;  -665.3; -2944.1;  224.8; 9474.4;Ruprecht 68
132.31600;-46.87500;Ruprecht_71      ;132.316;-46.875;266.379; -1.926; 0.059;  49; -5.220; 0.079;  4.642; 0.076; 0.486; 0.038; 0.005; 1941.3;1625.8; 2408.7;  -122.5; -1936.3;  -65.3; 8681.2;Ruprecht 71
140.48600;-56.31400;Ruprecht_75      ;140.486;-56.314;276.788; -4.477; 0.022;  55; -6.118; 0.116;  4.995; 0.089; 0.202; 0.047; 0.006; 4335.3;3023.9; 7652.5;   510.9; -4291.8; -338.4; 8928.3;Ruprecht 75
141.07700;-51.65100;Ruprecht_76      ;141.077;-51.651;273.753; -0.916; 0.057;  42; -6.571; 0.065;  3.601; 0.085; 0.466; 0.028; 0.005; 2021.3;1681.5; 2533.4;   132.3; -2016.7;  -32.3; 8451.8;Ruprecht 76
141.82100;-55.11900;Ruprecht_77      ;141.821;-55.119;276.488; -3.097; 0.045;  23; -6.286; 0.053;  4.840; 0.058; 0.242; 0.041; 0.008; 3686.6;2693.6; 5844.5;   415.9; -3657.6; -199.2; 8727.5;Ruprecht 77
142.28200;-53.69600;Ruprecht_78      ;142.282;-53.696;275.699; -1.883; 0.036; 102; -3.892; 0.214;  3.252; 0.144; 0.097; 0.088; 0.009; 7955.6;4430.0;38880.0;   789.6; -7912.0; -261.4;10936.6;Ruprecht 78
145.25900;-53.84600;Ruprecht_79      ;145.259;-53.846;277.102; -0.809; 0.052; 178; -4.631; 0.090;  2.995; 0.088; 0.221; 0.046; 0.004; 4003.7;2859.4; 6685.0;   494.9; -3972.6;  -56.6; 8793.6;Ruprecht 79
146.42100;-54.00400;Ruprecht_82      ;146.421;-54.004;277.724; -0.484; 0.063; 109; -6.443; 0.083;  4.348; 0.094; 0.430; 0.038; 0.004; 2177.4;1788.0; 2783.6;   292.7; -2157.6;  -18.4; 8331.6;Ruprecht 82
147.30700;-54.61100;Ruprecht_83      ;147.307;-54.611;278.509; -0.619; 0.030; 103; -4.639; 0.115;  2.897; 0.108; 0.217; 0.053; 0.005; 4059.8;2886.7; 6832.4;   600.7; -4014.8;  -43.9; 8718.7;Ruprecht 83
147.28100;-65.25900;Ruprecht_84      ;147.281;-65.259;285.325; -8.825; 0.060;  75; -6.963; 0.111;  3.997; 0.109; 0.491; 0.056; 0.006; 1924.5;1613.5; 2382.3;   502.6; -1834.1; -295.3; 8049.1;Ruprecht 84
150.36000;-55.10900;Ruprecht_85      ;150.360;-55.109;280.199;  0.076; 0.034; 138; -4.443; 0.116;  3.241; 0.113; 0.169; 0.058; 0.005; 5041.8;3351.6;10172.1;   892.7; -4962.2;    6.6; 8949.0;Ruprecht 85
161.96400;-57.48300;Ruprecht_91      ;161.964;-57.483;286.903;  1.492; 0.230; 214;-11.179; 0.132;  2.421; 0.149; 0.927; 0.048; 0.003; 1046.4; 947.2; 1168.6;   304.1; -1000.8;   27.2; 8097.9;Ruprecht 91
166.03700;-61.37200;Ruprecht_93      ;166.037;-61.372;290.444; -1.129; 0.074;  97; -6.411; 0.095;  3.104; 0.074; 0.436; 0.028; 0.003; 2148.1;1768.3; 2735.6;   750.2; -2012.4;  -42.3; 7852.1;Ruprecht 93
172.77200;-63.42600;Ruprecht_94      ;172.772;-63.426;294.089; -1.943; 0.213;  71; -6.378; 0.076;  0.769; 0.086; 0.369; 0.031; 0.004; 2511.5;2007.8; 3355.0;  1024.5; -2291.5;  -85.1; 7666.0;Ruprecht 94
177.67000;-62.14000;Ruprecht_96      ;177.670;-62.140;295.899; -0.101; 0.049; 116; -5.491; 0.066;  0.806; 0.069; 0.270; 0.046; 0.005; 3349.0;2507.4; 5030.8;  1462.8; -3012.6;   -5.9; 7508.1;Ruprecht 96
179.36900;-62.70800;Ruprecht_97      ;179.369;-62.708;296.791; -0.481; 0.030;  47; -6.486; 0.069;  0.435; 0.066; 0.199; 0.033; 0.005; 4396.5;3053.5; 7832.6;  1981.6; -3924.5;  -36.9; 7472.0;Ruprecht 97
179.71500;-64.58100;Ruprecht_98      ;179.715;-64.581;297.326; -2.283; 0.835; 111; -4.114; 0.355; -8.632; 0.264; 2.044; 0.070; 0.007;  482.3; 460.1;  506.7;   221.2;  -428.1;  -19.2; 8130.1;Ruprecht 98
144.72900;-52.94700;SAI_108          ;144.729;-52.947;276.271; -0.343; 0.049;  50; -4.931; 0.135;  3.681; 0.116; 0.258; 0.066; 0.009; 3486.3;2584.8; 5353.4;   380.8; -3465.4;  -20.9; 8680.9;SAI 108
145.90200;-50.79700;SAI_109          ;145.902;-50.797;275.406;  1.754; 0.044;  86; -4.378; 0.154;  3.825; 0.168; 0.095; 0.094; 0.009; 8073.7;4471.5;       ;   760.2; -8034.0;  247.1;11045.3;SAI 109
155.68500;-59.51000;SAI_113          ;155.685;-59.510;285.068; -1.898; 0.031;  79; -5.760; 0.165;  2.975; 0.207; 0.179; 0.087; 0.010; 4801.1;3243.6; 9236.5;  1247.4; -4633.5; -159.0; 8471.9;SAI 113
177.32400;-62.22600;SAI_116          ;177.324;-62.226;295.762; -0.222; 0.048; 168; -7.729; 0.141;  1.339; 0.096; 0.206; 0.060; 0.005; 4259.7;2987.6; 7430.1;  1851.4; -3836.3;  -16.5; 7537.8;SAI 116
205.81100;-63.14600;SAI_118          ;205.811;-63.146;308.743; -0.861; 0.088; 122; -4.401; 0.114; -2.335; 0.092; 0.514; 0.039; 0.003; 1840.6;1554.5; 2255.7;  1151.8; -1435.5;  -27.6; 7330.1;SAI 118
299.24800;+31.60900;SAI_132          ;299.248;+31.609; 68.116;  1.440; 0.070; 175; -2.378; 0.093; -4.135; 0.114; 0.277; 0.051; 0.004; 3263.5;2460.3; 4845.4;  1216.0;  3027.4;   82.0; 7740.6;SAI 132
021.50400;+62.62400;SAI_14           ;021.504;+62.624;126.895;  0.019; 0.036;  45; -1.886; 0.110; -1.058; 0.133; 0.230; 0.062; 0.010; 3859.1;2784.6; 6284.2; -2316.8;  3086.3;    1.3;11094.7;SAI 14
354.50600;+60.54100;SAI_149          ;354.506;+60.541;114.022; -1.054; 0.043;  32; -3.901; 0.151; -1.633; 0.113; 0.304; 0.059; 0.009; 3000.1;2307.0; 4282.7; -1221.1;  2739.8;  -55.2; 9945.9;SAI 149
031.36600;+62.26500;SAI_16           ;031.366;+62.265;131.427;  0.620; 0.060;  44; -0.725; 0.073; -0.305; 0.121; 0.157; 0.065; 0.009; 5367.7;3492.9;11574.5; -3551.4;  4024.5;   58.1;12554.0;SAI 16
035.21800;+59.18800;SAI_17           ;035.218;+59.188;134.173; -1.717; 0.026;  34; -0.123; 0.227; -0.682; 0.121; 0.148; 0.079; 0.016; 5661.1;3616.3;13078.4; -3943.0;  4058.5; -169.7;12936.2;SAI 17
044.81600;+60.56600;SAI_24           ;044.816;+60.566;138.013;  1.493; 0.111; 111; -0.201; 0.137;  0.114; 0.142; 0.446; 0.043; 0.005; 2103.9;1738.1; 2664.6; -1563.3;  1406.9;   54.8;10002.7;SAI 24
045.10900;+57.30700;SAI_25           ;045.109;+57.307;139.688; -1.307; 0.115;  38;  0.608; 0.354; -1.205; 0.263; 0.372; 0.100; 0.017; 2494.3;1996.2; 3323.1; -1901.5;  1613.3;  -56.9;10367.8;SAI 25
005.89500;+62.71200;SAI_4            ;005.895;+62.712;119.745;  0.013; 0.049;  51; -3.095; 0.094; -0.551; 0.099; 0.314; 0.047; 0.007; 2912.7;2255.6; 4110.1; -1445.1;  2528.9;    0.6;10106.7;SAI 4
081.00000;+42.31500;SAI_47           ;081.000;+42.315;166.373;  3.551; 0.021;  18;  0.092; 0.146; -0.335; 0.109; 0.188; 0.032; 0.010; 4616.7;3158.2; 8578.8; -4478.2;  1085.6;  285.9;12864.1;SAI 47
103.97300;+00.23200;SAI_72           ;103.973;+00.232;213.233;  1.097; 0.035;  10; -0.325; 0.033;  0.065; 0.044; 0.242; 0.050; 0.018; 3696.2;2699.4; 5860.0; -3091.1; -2025.3;   70.7;11609.1;SAI 72
118.03600;-28.12000;SAI_81           ;118.036;-28.120;244.585; -0.540; 0.056;  77; -2.003; 0.059;  2.944; 0.059; 0.210; 0.033; 0.004; 4178.9;2947.8; 7185.7; -1793.4; -3774.3;  -39.4;10813.5;SAI 81
122.05500;-36.60600;SAI_86           ;122.055;-36.606;253.588; -2.121; 0.038;  90; -3.111; 0.118;  2.931; 0.116; 0.219; 0.050; 0.006; 4025.1;2869.7; 6738.6; -1136.5; -3858.5; -148.9;10231.9;SAI 86
129.24300;-50.04500;SAI_91           ;129.243;-50.045;267.626; -5.483; 0.049;  69; -4.085; 0.114;  4.229; 0.099; 0.251; 0.040; 0.005; 3571.6;2633.2; 5557.1;  -147.3; -3552.2; -341.3; 9200.6;SAI 91
131.17100;-46.29200;SAI_94           ;131.171;-46.292;265.432; -2.176; 0.045;  65; -4.254; 0.110;  4.479; 0.117; 0.204; 0.054; 0.008; 4298.3;3006.6; 7544.0;  -342.1; -4281.5; -163.2; 9680.4;SAI 94
126.36600;-39.64000;Saurer_2         ;126.366;-39.640;258.000; -1.005; 0.026;  42; -2.969; 0.142;  4.567; 0.143; 0.109; 0.067; 0.012; 7255.4;4204.4;26557.8; -1508.3; -7095.8; -127.3;12138.3;Saurer 2
151.15900;-55.85700;Schuster_1       ;151.159;-55.857;281.008; -0.254; 0.024;  20; -5.102; 0.432;  3.768; 0.258; 0.139; 0.108; 0.022; 5951.3;3730.3;14775.2;  1136.4; -5841.7;  -26.4; 9274.6;[KPS2012] MWSC 1756
165.26200;-60.23300;Sher_1           ;165.262;-60.233;289.635; -0.242; 0.013;  37; -5.412; 0.137;  2.408; 0.085; 0.110; 0.060; 0.010; 7214.9;4188.6;25856.5;  2424.3; -6795.3;  -30.5; 9009.5;Cl Sher 1
166.44300;-61.23100;Shorlin_1        ;166.443;-61.231;290.566; -0.922; 0.014;   7; -5.869; 0.052;  2.189; 0.115; 0.083; 0.031; 0.014; 8889.5;4708.0;       ;  3122.4; -8321.8; -143.0; 9822.2;Shorlin 1
014.60400;+68.45800;Skiff_J0058+68.4 ;014.604;+68.458;123.575;  5.595; 0.172; 375; -2.063; 0.085;  0.366; 0.091; 0.319; 0.046; 0.002; 2871.5;2230.9; 4028.1; -1580.5;  2381.0;  279.9;10202.2;Skiff J0058+68.4
074.54700;+43.03600;Skiff_J0458+43.0 ;074.547;+43.036;162.984;  0.152; 0.067;  25;  0.595; 0.085; -1.109; 0.053; 0.382; 0.077; 0.016; 2436.1;1958.2; 3219.2; -2329.5;   712.9;    6.5;10693.3;Skiff J0458+43.0
076.78000;+30.84600;Skiff_J0507+30.8 ;076.780;+30.846;173.754; -5.861; 0.075; 100;  0.777; 0.183; -0.692; 0.083; 0.171; 0.079; 0.009; 4992.8;3328.3; 9955.1; -4937.2;   540.4; -509.8;13288.2;Skiff J0507+30.8
093.69100;+12.87000;Skiff_J0614+12.9 ;093.691;+12.870;197.312; -2.102; 0.026;  57;  0.915; 0.175; -1.956; 0.088; 0.249; 0.062; 0.010; 3601.6;2647.9; 5625.9; -3436.2; -1071.1; -132.1;11824.8;Skiff J0614+12.9
094.82900;+18.54600;Skiff_J0619+18.5 ;094.829;+18.546;192.836;  1.556; 0.157;  26; -0.529; 0.116; -1.284; 0.078; 0.644; 0.060; 0.010; 1485.5;1293.3; 1744.8; -1447.8;  -329.9;   40.3; 9793.4;Skiff J0619+18.5
295.61100;+38.64500;Skiff_J1942+38.6 ;295.611;+38.645; 72.719;  7.547; 0.043;  66; -3.131; 0.075; -5.898; 0.097; 0.372; 0.039; 0.004; 2493.4;1995.8; 3321.3;   734.2;  2360.2;  327.5; 7963.5;Skiff J1942+38.6
352.55300;+60.25700;Skiff_J2330+60.2 ;352.553;+60.257;113.016; -1.042; 0.021;  33; -3.484; 0.166; -1.879; 0.100; 0.278; 0.088; 0.018; 3254.6;2455.3; 4828.9; -1272.3;  2995.0;  -59.2;10068.1;[KPS2012] MWSC 3735
283.56800;+36.89900;Stephenson_1     ;283.568;+36.899; 66.908; 15.365; 0.249;  97;  1.110; 0.198; -3.010; 0.247; 2.779; 0.056; 0.007;  356.1; 343.8;  369.2;   134.7;   315.8;   94.4; 8211.4;Stephenson 1
294.14600;+25.16300;Stock_1          ;294.146;+25.163; 60.287;  2.076; 0.742; 183;  6.034; 0.306;  0.302; 0.332; 2.447; 0.077; 0.006;  403.8; 388.1;  420.8;   200.0;   350.5;   14.6; 8147.5;Stock 1
084.80800;+37.85000;Stock_10         ;084.808;+37.850;171.714;  3.556; 0.541; 144; -3.114; 0.265; -0.464; 0.246; 2.759; 0.086; 0.008;  358.7; 346.3;  372.0;  -354.3;    51.6;   22.2; 8694.4;Stock 10
353.92300;+52.68500;Stock_12         ;353.923;+52.685;111.459; -8.491; 0.403; 109;  8.527; 0.203; -1.846; 0.151; 2.261; 0.055; 0.006;  436.8; 418.5;  456.7;  -158.0;   402.0;  -64.5; 8507.5;Stock 12
175.92500;-62.53700;Stock_14         ;175.925;-62.537;295.211; -0.685; 0.081;  46; -6.388; 0.074;  0.714; 0.063; 0.385; 0.032; 0.005; 2418.5;1947.5; 3189.6;  1030.1; -2187.9;  -28.9; 7630.3;Stock 14
199.86000;-62.62200;Stock_16         ;199.860;-62.622;306.145;  0.075; 0.056;  52; -6.574; 0.575; -0.991; 0.735; 0.222; 0.081; 0.013; 3986.4;2849.9; 6630.9;  2351.3; -3219.2;    5.2; 6799.1;Stock 16
355.94900;+62.16100;Stock_17         ;355.949;+62.161;115.125;  0.319; 0.016;  13; -3.691; 0.043; -1.525; 0.052; 0.309; 0.033; 0.010; 2958.3;2282.8; 4201.2; -1256.0;  2678.4;   16.5; 9962.8;Stock 17
000.39900;+64.62500;Stock_18         ;000.399;+64.625;117.622;  2.268; 0.057;  26; -2.692; 0.075; -0.587; 0.076; 0.294; 0.027; 0.007; 3100.7;2367.2; 4492.2; -1436.5;  2745.2;  122.7;10154.6;Stock 18
033.85600;+59.52200;Stock_2          ;033.856;+59.522;133.407; -1.630; 1.030;1190; 15.966; 0.650;-13.627; 0.591; 2.641; 0.076; 0.002;  374.5; 361.0;  389.0;  -257.2;   272.0;  -10.7; 8601.5;Stock 2
006.31800;+62.62400;Stock_20         ;006.318;+62.624;119.929; -0.095; 0.046;  50; -3.237; 0.056; -1.124; 0.062; 0.342; 0.030; 0.004; 2691.8;2121.2; 3682.4; -1343.0;  2332.9;   -4.5; 9960.1;Stock 20
007.59000;+57.92200;Stock_21         ;007.590;+57.922;120.126; -4.835; 0.052;  62; -2.161; 0.067; -1.787; 0.092; 0.510; 0.036; 0.005; 1854.0;1564.6; 2276.2;  -927.2;  1597.9; -156.3; 9404.0;Stock 21
049.07500;+60.37700;Stock_23         ;049.075;+60.377;139.927;  2.376; 0.754;  89; -4.261; 0.207; -0.865; 0.206; 1.613; 0.056; 0.006;  609.0; 574.0;  648.5;  -465.6;   391.7;   25.2; 8814.3;Stock 23
